Account,Final_Score,Final_Decision
10461884766,326,Accept
10815764642,225,Refer
10452689732,131,Reject
10479648841,361,Accept
10386988510,83,Reject
10297841414,230,Refer
10981523809,184,Refer
10985596101,316,Accept
10486615118,179,Refer
10785879223,385,Accept
10365475520,295,Refer
10360850893,79,Reject
10638729586,233,Refer
10985183853,347,Accept
10035205978,273,Refer
10793030792,329,Accept
10004106863,108,Reject
10593275737,222,Refer
10271697458,94,Reject
10745745290,36,Reject
10296408137,283,Refer
10307030355,281,Refer
10441123431,265,Refer
10291489310,350,Accept
10191730707,283,Refer
10992309142,116,Reject
10785157721,278,Refer
10553017117,336,Accept
10418629289,204,Refer
10403114206,242,Refer
10503919076,203,Refer
10063237944,206,Refer
10261221020,170,Refer
10877078823,351,Accept
10246746030,61,Reject
10674268754,240,Refer
10406142668,148,Refer
10393707953,274,Refer
10651628470,230,Refer
10414599056,239,Refer
10624461626,151,Refer
10893884356,118,Reject
10190618035,288,Refer
10930864776,147,Refer
10443890807,290,Refer
10410948986,309,Accept
10780099730,303,Accept
10653642792,297,Refer
10219313948,209,Refer
10067105977,219,Refer
10274182305,262,Refer
10229348192,143,Refer
10241926282,245,Refer
10870750043,192,Refer
10741560002,256,Refer
10557352176,135,Reject
10202195007,428,Accept
10743901903,200,Refer
10876660043,358,Accept
10356455320,220,Refer
10314715299,261,Refer
10738842503,321,Accept
10882517756,128,Reject
10795446406,240,Refer
10817732311,237,Refer
10971643007,254,Refer
10365757861,306,Accept
10377840445,254,Refer
10307060951,285,Refer
10345215694,165,Refer
10934337493,207,Refer
10712774189,340,Accept
10229806026,219,Refer
10673482076,98,Reject
10649584637,357,Accept
10378027669,391,Accept
10340500475,257,Refer
10752320243,368,Accept
10681734216,351,Accept
10600248749,297,Refer
10057641926,294,Refer
10712274501,199,Refer
10637858511,330,Accept
10803848507,222,Refer
10382704835,373,Accept
10078969728,318,Accept
10730196177,292,Refer
10130304230,353,Accept
10183627383,353,Accept
10579514249,366,Accept
10637588292,137,Reject
10716517023,223,Refer
10144742139,466,Accept
10436496683,275,Refer
10880013793,340,Accept
10154649049,169,Refer
10401327020,314,Accept
10085099118,271,Refer
10976441095,126,Reject
10602993209,189,Refer
10811905180,305,Accept
10881849487,300,Refer
10063355132,270,Refer
10120556323,385,Accept
10934348894,133,Reject
10839699283,197,Refer
10300778872,87,Reject
10840699068,385,Accept
10966909189,343,Accept
10720801642,237,Refer
10960045099,130,Reject
10066999528,241,Refer
10988241762,264,Refer
10862385624,269,Refer
10116376323,338,Accept
10262763876,116,Reject
10717243244,163,Refer
10045611881,271,Refer
10289568531,204,Refer
10346965464,363,Accept
10313560872,295,Refer
10173223320,385,Accept
10777984714,112,Reject
10620609931,407,Accept
10951194083,385,Accept
10649968447,241,Refer
10353737076,279,Refer
10847586186,191,Refer
10079749285,375,Accept
10821995718,238,Refer
10138003941,335,Accept
10720619455,375,Accept
10490631058,311,Accept
10629544872,309,Accept
10590191818,279,Refer
10658177235,373,Accept
10039868785,193,Refer
10196680589,299,Refer
10214345851,271,Refer
10223694552,228,Refer
10901291924,59,Reject
10597719415,218,Refer
10668867689,77,Reject
10502826745,166,Refer
10520978377,202,Refer
10300707098,262,Refer
10268059599,190,Refer
10729158555,384,Accept
10192047362,372,Accept
10100802485,330,Accept
10113969489,352,Accept
10153151653,336,Accept
10688886581,151,Refer
10408557671,91,Reject
10354582615,299,Refer
10969997933,120,Reject
10107573022,188,Refer
10898127542,330,Accept
10448381670,219,Refer
10835288607,135,Reject
10027604597,223,Refer
10487238512,337,Accept
10220276974,233,Refer
10257209924,325,Accept
10115903078,344,Accept
10402664309,336,Accept
10189146069,338,Accept
10917003170,278,Refer
10903358773,267,Refer
10286300890,249,Refer
10111285157,310,Accept
10072558132,375,Accept
10630284840,283,Refer
10077886023,208,Refer
10438326490,334,Accept
10822680033,232,Refer
10801387118,301,Refer
10663101995,243,Refer
10708538242,340,Accept
10040259434,116,Reject
10769942549,236,Refer
10148968788,119,Reject
10656415399,91,Reject
10132523404,113,Reject
10526774710,314,Accept
10939756546,278,Refer
10485689158,318,Accept
10450497735,91,Reject
10641185283,375,Accept
10041242862,322,Accept
10871912215,373,Accept
10910031272,133,Reject
10644114804,352,Accept
10706385006,363,Accept
10425160838,344,Accept
10813216681,269,Refer
10555833613,325,Accept
10831710633,287,Refer
10278666230,249,Refer
10876332521,121,Reject
10028006935,319,Accept
10537389378,373,Accept
10554477229,142,Refer
10464784354,315,Accept
10513430105,140,Refer
10105180487,288,Refer
10173874928,292,Refer
10331852542,179,Refer
10156324350,246,Refer
10302154988,258,Refer
10448759571,286,Refer
10443598738,184,Refer
10577706752,373,Accept
10043522038,385,Accept
10141143863,344,Accept
10332906586,157,Refer
10156020438,341,Accept
10669197155,363,Accept
10467785265,176,Refer
10203958423,243,Refer
10563599482,385,Accept
10991419607,356,Accept
10770676029,344,Accept
10399235590,147,Refer
10178442471,394,Accept
10819889557,373,Accept
10927653881,305,Accept
10660614776,82,Reject
10539695665,109,Reject
10243237931,225,Refer
10490953938,222,Refer
10182614121,407,Accept
10171166931,245,Refer
10062018059,228,Refer
10307525639,311,Accept
10555937364,222,Refer
10628345691,149,Refer
10443075656,272,Refer
10447140956,385,Accept
10940285649,454,Accept
10700922237,363,Accept
10378582583,385,Accept
10636847561,304,Accept
10361676553,216,Refer
10369737659,240,Refer
10918310928,291,Refer
10634843008,209,Refer
10734366175,178,Refer
10691178055,190,Refer
10980516171,276,Refer
10466213462,423,Accept
10586314090,221,Refer
10812856978,271,Refer
10952052469,337,Accept
10367973263,157,Refer
10904750565,256,Refer
10283069240,264,Refer
10843191774,276,Refer
10278602135,71,Reject
10667243989,329,Accept
10188589012,236,Refer
10014117195,444,Accept
10460833696,385,Accept
10922198491,225,Refer
10823883729,319,Accept
10097146702,322,Accept
10339501393,422,Accept
10859749002,124,Reject
10395274714,423,Accept
10187397456,191,Refer
10374324529,302,Accept
10069961568,94,Reject
10409946254,191,Refer
10071947665,149,Refer
10271778624,321,Accept
10249814695,364,Accept
10046614734,255,Refer
10840829927,179,Refer
10596157074,375,Accept
10741625282,216,Refer
10591680704,52,Reject
10182368025,361,Accept
10942116223,190,Refer
10722086576,385,Accept
10923284500,321,Accept
10358557300,258,Refer
10356910670,270,Refer
10951069809,297,Refer
10249700054,226,Refer
10443832160,294,Refer
10854981404,262,Refer
10164977592,269,Refer
10138904129,119,Reject
10927898375,334,Accept
10747161424,21,Reject
10465912740,190,Refer
10379774898,444,Accept
10399571090,269,Refer
10077038147,287,Refer
10649714586,373,Accept
10575629168,377,Accept
10509420209,137,Reject
10384503657,233,Refer
10751310510,212,Refer
10823604305,249,Refer
10685759628,161,Refer
10598497893,344,Accept
10414234281,232,Refer
10851086688,169,Refer
10192755459,290,Refer
10611254054,255,Refer
10845275369,332,Accept
10025007095,244,Refer
10229057292,183,Refer
10075258059,105,Reject
10052065237,110,Reject
10201743165,366,Accept
10233333242,251,Refer
10150836420,229,Refer
10915512194,312,Accept
10670138872,222,Refer
10719743798,373,Accept
10474575588,232,Refer
10292509524,166,Refer
10619777091,244,Refer
10718599167,307,Accept
10603675866,337,Accept
10976511606,168,Refer
10495126073,401,Accept
10857723734,385,Accept
10380872149,363,Accept
10330486840,106,Reject
10561315235,375,Accept
10482641068,164,Refer
10717007216,183,Refer
10379966689,183,Refer
10262034758,219,Refer
10338540194,294,Refer
10344764549,300,Refer
10925966535,254,Refer
10654039713,258,Refer
10976371577,266,Refer
10821307167,35,Reject
10860296648,229,Refer
10917712590,304,Accept
10905565082,291,Refer
10519999334,379,Accept
10866466645,288,Refer
10033759883,407,Accept
10372885658,211,Refer
10727926808,200,Refer
10656778197,297,Refer
10482197511,301,Refer
10147779555,321,Accept
10901046485,329,Accept
10109119153,227,Refer
10791574237,190,Refer
10200102178,144,Refer
10521368798,63,Reject
10216850771,271,Refer
10524443283,443,Accept
10461739884,356,Accept
10564508476,173,Refer
10261793343,263,Refer
10189074674,191,Refer
10579245618,385,Accept
10931874227,205,Refer
10545518788,253,Refer
10766551358,334,Accept
10501395126,255,Refer
10086000444,292,Refer
10183780465,340,Accept
10508270203,294,Refer
10939265499,237,Refer
10329472013,146,Refer
10555928804,233,Refer
10658984692,306,Accept
10726620440,257,Refer
10474348103,283,Refer
10874835181,299,Refer
10283209378,187,Refer
10409506549,281,Refer
10017063969,272,Refer
10753972903,352,Accept
10927535675,219,Refer
10902391656,277,Refer
10476563449,137,Reject
10541921186,226,Refer
10203971899,203,Refer
10045912282,110,Reject
10995936380,185,Refer
10766372279,401,Accept
10556883994,112,Reject
10237491697,253,Refer
10809336708,428,Accept
10563702387,120,Reject
10275839355,268,Refer
10992331951,215,Refer
10163468513,356,Accept
10412618195,299,Refer
10861744971,456,Accept
10800324715,429,Accept
10762392308,269,Refer
10759054804,263,Refer
10516312233,94,Reject
10485088552,318,Accept
10741798078,128,Reject
10676000484,48,Reject
10985902668,275,Refer
10118390492,287,Refer
10340344086,421,Accept
10282480480,289,Refer
10326662474,283,Refer
10513192008,283,Refer
10325287580,299,Refer
10884113060,271,Refer
10937825388,149,Refer
10146005129,200,Refer
10714221531,172,Refer
10559687485,379,Accept
10562203341,120,Reject
10556423723,52,Reject
10336353175,309,Accept
10909233904,375,Accept
10703697011,375,Accept
10237448851,223,Refer
10292860281,218,Refer
10044298606,183,Refer
10370802227,244,Refer
10420382519,337,Accept
10483036361,216,Refer
10959211011,361,Accept
10594435427,167,Refer
10277599026,363,Accept
10759624907,360,Accept
10989094098,98,Reject
10357876672,101,Reject
10490677132,214,Refer
10133846014,70,Reject
10983657525,289,Refer
10682949358,152,Refer
10584771383,363,Accept
10801649550,305,Accept
10053496453,423,Accept
10680309231,352,Accept
10667480186,206,Refer
10565687717,185,Refer
10332449462,343,Accept
10537178390,161,Refer
10895001124,235,Refer
10586386542,182,Refer
10891962006,322,Accept
10575573998,228,Refer
10476998684,278,Refer
10196714624,154,Refer
10583132486,255,Refer
10497901963,332,Accept
10884081312,225,Refer
10666362387,145,Refer
10494065928,312,Accept
10560317142,286,Refer
10434755683,253,Refer
10323959630,216,Refer
10361090391,243,Refer
10416215552,308,Accept
10723488650,7,Reject
10415279361,283,Refer
10852438808,299,Refer
10333544435,140,Refer
10199983159,168,Refer
10544123631,321,Accept
10045268298,217,Refer
10630594366,113,Reject
10463210853,450,Accept
10206263989,252,Refer
10120806511,308,Accept
10927969937,261,Refer
10166667749,299,Refer
10530583305,373,Accept
10789217172,168,Refer
10388870220,262,Refer
10095067892,253,Refer
10223819941,254,Refer
10435433081,212,Refer
10301664490,360,Accept
10757010559,227,Refer
10971742930,363,Accept
10454876791,233,Refer
10054251131,266,Refer
10902677121,352,Accept
10928418476,191,Refer
10223550792,-2,Reject
10848949154,227,Refer
10423509656,276,Refer
10071102488,233,Refer
10527283848,195,Refer
10139321764,287,Refer
10357733725,169,Refer
10110458689,330,Accept
10766223894,209,Refer
10129462712,369,Accept
10901240556,265,Refer
10345581052,135,Reject
10061209692,258,Refer
10627589566,321,Accept
10239089060,158,Refer
10222306433,321,Accept
10184704695,359,Accept
10666425419,204,Refer
10661249008,69,Reject
10947606084,300,Refer
10403083917,417,Accept
10511773940,218,Refer
10483074274,331,Accept
10765885498,297,Refer
10135054097,220,Refer
10589920993,385,Accept
10767530175,121,Reject
10883720994,313,Accept
10204998958,227,Refer
10447627468,176,Refer
10393764863,385,Accept
10572009616,375,Accept
10485312116,344,Accept
10590296115,341,Accept
10047755799,264,Refer
10924456703,189,Refer
10536175010,41,Reject
10792775918,181,Refer
10788182156,217,Refer
10280468988,268,Refer
10731509870,428,Accept
10807134549,89,Reject
10144977581,216,Refer
10378791049,88,Reject
10177030513,216,Refer
10810134940,49,Reject
10412256908,428,Accept
10709209989,193,Refer
10939179564,375,Accept
10111352723,159,Refer
10528999528,299,Refer
10529929871,366,Accept
10724096497,373,Accept
10885219006,330,Accept
10145633239,237,Refer
10747378040,230,Refer
10297839096,321,Accept
10849191267,374,Accept
10945012978,361,Accept
10280311484,361,Accept
10386307158,126,Reject
10924416858,121,Reject
10552756134,232,Refer
10712015309,337,Accept
10074190271,280,Refer
10682614495,218,Refer
10501375904,385,Accept
10734520229,353,Accept
10061638078,200,Refer
10207463281,233,Refer
10494197283,288,Refer
10184208510,280,Refer
10012183482,291,Refer
10786758842,383,Accept
10805069167,312,Accept
10848552297,308,Accept
10394608143,311,Accept
10322806426,262,Refer
10966504675,297,Refer
10473245893,352,Accept
10153456318,379,Accept
10813870918,150,Refer
10749541142,326,Accept
10815189752,262,Refer
10680824790,178,Refer
10427068164,137,Reject
10651759992,466,Accept
10988420558,318,Accept
10648700055,225,Refer
10074416469,157,Refer
10329531889,352,Accept
10802956149,329,Accept
10946179002,352,Accept
10930459144,83,Reject
10429519809,274,Refer
10848272705,274,Refer
10331793148,299,Refer
10002164730,314,Accept
10888492096,161,Refer
10546827263,186,Refer
10926579058,299,Refer
10422791752,332,Accept
10407447008,267,Refer
10485468373,315,Accept
10045362992,291,Refer
10103706171,275,Refer
10266038277,392,Accept
10433346341,429,Accept
10896842967,124,Reject
10057094649,363,Accept
10482370532,266,Refer
10492369865,238,Refer
10356854000,288,Refer
10293190067,131,Reject
10546883744,378,Accept
10888894216,249,Refer
10475737140,40,Reject
10541527292,454,Accept
10159273873,44,Reject
10381658426,321,Accept
10940745564,399,Accept
10504849875,373,Accept
10842050938,297,Refer
10881463501,124,Reject
10292462261,103,Reject
10448061798,246,Refer
10144856272,454,Accept
10143506809,183,Refer
10580800945,254,Refer
10514612592,73,Reject
10610873615,344,Accept
10224907721,209,Refer
10291894774,242,Refer
10614324474,75,Reject
10640395976,409,Accept
10774565841,169,Refer
10130042504,243,Refer
10176167942,271,Refer
10039675274,299,Refer
10132478505,278,Refer
10553474652,265,Refer
10457709352,342,Accept
10741881583,227,Refer
10982480997,318,Accept
10782939878,348,Accept
10594908044,292,Refer
10550310001,269,Refer
10019210302,207,Refer
10731164187,385,Accept
10063899311,131,Reject
10540766558,221,Refer
10611880855,293,Refer
10935555488,237,Refer
10490022779,311,Accept
10603349061,268,Refer
10644120577,354,Accept
10288226921,140,Refer
10187149543,237,Refer
10859498474,169,Refer
10684066600,195,Refer
10507415965,384,Accept
10546534331,306,Accept
10703730883,263,Refer
10826110035,218,Refer
10666229517,466,Accept
10068138292,185,Refer
10184974764,301,Refer
10800385999,309,Accept
10372281849,232,Refer
10777650944,333,Accept
10151996853,249,Refer
10462647096,120,Reject
10028402006,266,Refer
10146084004,385,Accept
10948786039,295,Refer
10352334012,340,Accept
10765906131,169,Refer
10268633311,264,Refer
10768424086,199,Refer
10388257167,300,Refer
10174782998,348,Accept
10678847079,271,Refer
10293250953,309,Accept
10874428355,352,Accept
10203835778,241,Refer
10476539042,323,Accept
10527368502,145,Refer
10372711851,57,Reject
10636642665,321,Accept
10887329508,204,Refer
10577698721,239,Refer
10361351642,290,Refer
10306334573,236,Refer
10737865968,326,Accept
10689171611,300,Refer
10742894488,311,Accept
10820365842,104,Reject
10367523310,161,Refer
10725474064,233,Refer
10498815121,135,Reject
10293452996,224,Refer
10382308316,301,Refer
10963530509,385,Accept
10074170955,321,Accept
10036552732,279,Refer
10233189061,297,Refer
10197991014,260,Refer
10405284950,202,Refer
10328925379,169,Refer
10335441295,294,Refer
10094989521,263,Refer
10770513980,297,Refer
10677069646,104,Reject
10612912248,308,Accept
10501317222,217,Refer
10706583200,261,Refer
10556757803,271,Refer
10253278663,330,Accept
10959063848,373,Accept
10003553480,260,Refer
10202615450,202,Refer
10946993876,348,Accept
10659484045,260,Refer
10280896069,312,Accept
10632873462,321,Accept
10815618986,288,Refer
10084202249,373,Accept
10186922046,360,Accept
10056070927,161,Refer
10860426122,322,Accept
10787238704,86,Reject
10144314121,363,Accept
10990259195,306,Accept
10535431378,340,Accept
10304464649,332,Accept
10967082931,165,Refer
10171731661,151,Refer
10377730969,466,Accept
10205612575,217,Refer
10877475670,258,Refer
10309506247,253,Refer
10962805550,375,Accept
10322192955,291,Refer
10011268690,352,Accept
10504056396,211,Refer
10802814595,340,Accept
10652442195,255,Refer
10185885410,375,Accept
10348946060,179,Refer
10449735522,226,Refer
10508371023,401,Accept
10329659175,275,Refer
10006675194,297,Refer
10153354309,278,Refer
10499313525,156,Refer
10673352468,146,Refer
10362779640,278,Refer
10677101145,385,Accept
10152791301,140,Refer
10314343469,182,Refer
10754750548,385,Accept
10646104642,361,Accept
10987794055,401,Accept
10710196883,238,Refer
10400980269,299,Refer
10548149120,271,Refer
10967880728,319,Accept
10649099930,193,Refer
10512543960,157,Refer
10293572902,335,Accept
10917668759,348,Accept
10978175227,415,Accept
10553981730,312,Accept
10767902660,378,Accept
10910116973,249,Refer
10600533673,288,Refer
10863569547,363,Accept
10791904914,254,Refer
10099520900,119,Reject
10078139757,152,Refer
10347685793,352,Accept
10415351249,276,Refer
10507947765,294,Refer
10223915693,229,Refer
10384668357,192,Refer
10544644066,233,Refer
10724708780,416,Accept
10531995663,314,Accept
10541487045,407,Accept
10103229171,385,Accept
10330465210,225,Refer
10838887196,292,Refer
10475671539,340,Accept
10139580499,165,Refer
10635036548,385,Accept
10847570566,240,Refer
10807639245,366,Accept
10596525279,295,Refer
10034932283,288,Refer
10231326736,116,Reject
10427943829,233,Refer
10678148529,261,Refer
10432874050,355,Accept
10867652005,352,Accept
10409251742,231,Refer
10840470818,276,Refer
10042125158,280,Refer
10419705213,330,Accept
10355673774,274,Refer
10419042002,246,Refer
10079756409,227,Refer
10917240743,127,Reject
10968030745,385,Accept
10658314281,321,Accept
10536126437,197,Refer
10952527872,277,Refer
10139190770,309,Accept
10252094743,357,Accept
10846472182,283,Refer
10760760088,314,Accept
10260513417,385,Accept
10894374841,330,Accept
10203875653,290,Refer
10450488211,163,Refer
10350779964,320,Accept
10933561038,401,Accept
10688612913,144,Refer
10223079851,212,Refer
10100134280,312,Accept
10830882821,172,Refer
10374152745,128,Reject
10718752212,144,Refer
10023295049,181,Refer
10528715928,309,Accept
10542022079,223,Refer
10252981412,101,Reject
10318064020,304,Accept
10888877019,340,Accept
10677655531,266,Refer
10722095645,173,Refer
10494281724,170,Refer
10909905741,182,Refer
10448830584,107,Reject
10827178333,85,Reject
10384622579,203,Refer
10009134077,297,Refer
10049608332,294,Refer
10445227853,218,Refer
10823331883,116,Reject
10960683986,248,Refer
10754812939,200,Refer
10741383595,363,Accept
10103889715,129,Reject
10792155656,373,Accept
10711473569,444,Accept
10427292747,351,Accept
10687955554,373,Accept
10632158640,322,Accept
10582228715,204,Refer
10387947596,271,Refer
10107656539,321,Accept
10383648616,145,Refer
10841669627,233,Refer
10851905415,155,Refer
10816730927,195,Refer
10891089385,140,Refer
10232675821,161,Refer
10072102127,333,Accept
10545677529,315,Accept
10721188098,145,Refer
10894186926,276,Refer
10466821866,263,Refer
10098803061,340,Accept
10770203764,352,Accept
10537057407,125,Reject
10182784554,281,Refer
10669683515,208,Refer
10729541898,385,Accept
10852048464,342,Accept
10860881090,254,Refer
10230385713,306,Accept
10013272029,341,Accept
10599441333,338,Accept
10723720234,199,Refer
10662207455,259,Refer
10778741208,401,Accept
10943363967,238,Refer
10265552509,200,Refer
10782338757,246,Refer
10766757417,385,Accept
10774407199,373,Accept
10526703018,151,Refer
10220005419,123,Reject
10508906614,179,Refer
10514381088,315,Accept
10181227451,219,Refer
10856828470,373,Accept
10447708269,466,Accept
10754468321,103,Reject
10940103330,262,Refer
10777810820,303,Accept
10763960650,328,Accept
10915800411,288,Refer
10758629896,311,Accept
10631776835,379,Accept
10764619684,61,Reject
10772112065,172,Refer
10721289327,245,Refer
10760765178,205,Refer
10877690718,385,Accept
10235713137,278,Refer
10559007389,299,Refer
10596487373,444,Accept
10472025830,269,Refer
10419903962,216,Refer
10159434229,401,Accept
10673722111,304,Accept
10332190029,250,Refer
10020125222,248,Refer
10693001959,149,Refer
10812057611,189,Refer
10465357288,175,Refer
10757271437,197,Refer
10455166493,267,Refer
10878159644,214,Refer
10643239443,307,Accept
10584783598,198,Refer
10477940971,130,Reject
10320400939,266,Refer
10170989079,375,Accept
10592048821,197,Refer
10734328998,355,Accept
10676906993,214,Refer
10775013486,218,Refer
10165602502,338,Accept
10556498144,257,Refer
10431561684,342,Accept
10602572062,52,Reject
10016110392,254,Refer
10521913962,149,Refer
10771632411,276,Refer
10351016470,373,Accept
10105832405,340,Accept
10912470114,330,Accept
10627754821,200,Refer
10734077644,322,Accept
10179554776,181,Refer
10989445698,161,Refer
10848068452,108,Reject
10769062974,214,Refer
10464898072,385,Accept
10986026570,300,Refer
10801141780,151,Refer
10150928945,286,Refer
10687494541,370,Accept
10933461617,181,Refer
10871722944,239,Refer
10369665704,194,Refer
10967024509,288,Refer
10721924259,365,Accept
10702023614,199,Refer
10990206744,225,Refer
10925172824,121,Reject
10800524183,353,Accept
10352017922,358,Accept
10653495441,311,Accept
10159581778,300,Refer
10754681458,131,Reject
10195531734,385,Accept
10102113828,384,Accept
10892973626,295,Refer
10065956205,133,Reject
10840806577,151,Refer
10585751584,288,Refer
10165607860,70,Reject
10104355540,128,Reject
10909171341,308,Accept
10288528020,208,Refer
10217107648,181,Refer
10021827467,356,Accept
10118579250,336,Accept
10954764261,334,Accept
10310037447,140,Refer
10769685301,250,Refer
10966046800,307,Accept
10304472339,319,Accept
10172712127,365,Accept
10638636044,322,Accept
10611919902,264,Refer
10464899544,352,Accept
10232064464,352,Accept
10781500322,340,Accept
10878217053,366,Accept
10484079588,288,Refer
10513637097,340,Accept
10115511942,143,Refer
10847977621,280,Refer
10114943482,271,Refer
10398704610,287,Refer
10552995907,188,Refer
10664292315,221,Refer
10879806571,178,Refer
10580971101,89,Reject
10580835884,275,Refer
10079082978,171,Refer
10645989698,375,Accept
10713020936,332,Accept
10634411951,363,Accept
10307803927,238,Refer
10469944902,299,Refer
10058832860,231,Refer
10827065097,309,Accept
10569832306,327,Accept
10559570248,417,Accept
10442236406,329,Accept
10028309594,314,Accept
10157457479,330,Accept
10551339155,238,Refer
10024730898,193,Refer
10853557007,149,Refer
10003538323,140,Refer
10127393382,266,Refer
10791777454,225,Refer
10645330877,276,Refer
10906762544,300,Refer
10988512333,145,Refer
10510377142,201,Refer
10934981754,289,Refer
10670430456,429,Accept
10482622662,326,Accept
10101031496,344,Accept
10960220939,156,Refer
10464466334,119,Reject
10453565292,49,Reject
10194618695,373,Accept
10267507849,188,Refer
10583752096,373,Accept
10159458168,206,Refer
10045128827,299,Refer
10995980723,273,Refer
10736458845,195,Refer
10925149362,227,Refer
10529653533,145,Refer
10101690200,197,Refer
10574216320,281,Refer
10173240353,245,Refer
10988640789,40,Reject
10401372724,335,Accept
10706287479,252,Refer
10791379319,369,Accept
10792910926,102,Reject
10085463338,321,Accept
10684552742,230,Refer
10565216939,270,Refer
10449175113,285,Refer
10933174202,185,Refer
10829145244,202,Refer
10732724005,450,Accept
10949850674,198,Refer
10639914560,203,Refer
10849090461,40,Reject
10271253962,183,Refer
10264829467,145,Refer
10849076651,240,Refer
10606232116,190,Refer
10315109905,372,Accept
10935374828,198,Refer
10878339758,140,Refer
10223517149,286,Refer
10296560879,302,Accept
10986330623,323,Accept
10164010194,163,Refer
10242460535,343,Accept
10406550888,174,Refer
10327337165,168,Refer
10260435886,308,Accept
10913312085,137,Reject
10598157801,113,Reject
10131277121,444,Accept
10929123341,145,Refer
10603713895,202,Refer
10160149484,247,Refer
10419524073,288,Refer
10793407253,363,Accept
10449664632,330,Accept
10093919294,344,Accept
10615893281,232,Refer
10822512810,167,Refer
10098818701,257,Refer
10489040210,90,Reject
10166745778,224,Refer
10334699793,131,Reject
10959961842,116,Reject
10433430336,311,Accept
10977678147,77,Reject
10052604850,278,Refer
10132254749,94,Reject
10801233264,289,Refer
10785451959,391,Accept
10750752623,252,Refer
10454798376,241,Refer
10812224174,212,Refer
10655100937,191,Refer
10678928269,191,Refer
10793698272,263,Refer
10565803622,299,Refer
10990201111,340,Accept
10979992693,61,Reject
10473116883,312,Accept
10895918384,103,Reject
10627855878,174,Refer
10508226805,223,Refer
10484368924,313,Accept
10700720896,385,Accept
10330792443,130,Reject
10048707095,113,Reject
10850205962,127,Reject
10843720924,188,Refer
10680540446,289,Refer
10735208704,272,Refer
10821824181,50,Reject
10321016893,333,Accept
10999262422,49,Reject
10326581100,265,Refer
10484978943,385,Accept
10357608260,281,Refer
10846807604,37,Reject
10778302698,283,Refer
10556365572,215,Refer
10770600844,304,Accept
10830106629,322,Accept
10742554875,136,Reject
10433691711,292,Refer
10473429229,364,Accept
10768923740,201,Refer
10505398461,405,Accept
10000231217,373,Accept
10976021856,175,Refer
10877315541,98,Reject
10977308164,113,Reject
10742055446,200,Refer
10657420349,218,Refer
10494065533,243,Refer
10889364276,444,Accept
10673137008,431,Accept
10549231200,340,Accept
10898815238,288,Refer
10152570766,278,Refer
10932231203,385,Accept
10660963762,130,Reject
10136108951,227,Refer
10071449471,28,Reject
10237632010,334,Accept
10893635792,294,Refer
10177442624,178,Refer
10348600478,249,Refer
10623875974,427,Accept
10292850586,286,Refer
10492620519,202,Refer
10532461549,79,Reject
10285195551,26,Reject
10211529872,363,Accept
10999445958,385,Accept
10996033935,322,Accept
10528382172,252,Refer
10814746120,140,Refer
10080109729,342,Accept
10101888375,417,Accept
10951248959,289,Refer
10070515347,284,Refer
10054653407,254,Refer
10593910392,362,Accept
10039862714,385,Accept
10012917722,165,Refer
10856764329,182,Refer
10800488158,351,Accept
10338902722,244,Refer
10407162690,260,Refer
10969342649,309,Accept
10368751567,140,Refer
10614226500,254,Refer
10153362986,221,Refer
10458171484,223,Refer
10443620752,282,Refer
10873204230,271,Refer
10217766073,466,Accept
10034082730,323,Accept
10533614050,233,Refer
10106029825,136,Reject
10024954853,253,Refer
10537655162,283,Refer
10351675198,140,Refer
10621864925,189,Refer
10973372650,339,Accept
10197820100,385,Accept
10268547195,100,Reject
10384002407,296,Refer
10901945927,61,Reject
10157525238,261,Refer
10811736847,320,Accept
10642992329,200,Refer
10610634056,199,Refer
10198138342,379,Accept
10533509313,264,Refer
10875693794,362,Accept
10432038412,235,Refer
10224005704,264,Refer
10949654535,396,Accept
10704878014,234,Refer
10635627237,182,Refer
10773918171,155,Refer
10101034832,192,Refer
10284827721,373,Accept
10594783716,284,Refer
10468186559,318,Accept
10971004432,326,Accept
10164667248,195,Refer
10022797732,259,Refer
10923929262,232,Refer
10413542113,216,Refer
10793732766,299,Refer
10917628126,385,Accept
10664361104,361,Accept
10796128552,301,Refer
10054381345,169,Refer
10059535422,184,Refer
10499209010,61,Reject
10826987162,342,Accept
10745800408,333,Accept
10935948588,193,Refer
10709673802,169,Refer
10396159715,220,Refer
10497694104,373,Accept
10283282203,94,Reject
10159519072,158,Refer
10879537785,234,Refer
10500214344,237,Refer
10197105486,342,Accept
10613593119,169,Refer
10782495472,248,Refer
10680384706,245,Refer
10298606200,379,Accept
10506621047,130,Reject
10964510652,332,Accept
10122935046,136,Reject
10006730007,348,Accept
10778272651,405,Accept
10170524757,239,Refer
10152054156,289,Refer
10502397366,214,Refer
10192759616,343,Accept
10483156103,197,Refer
10999602139,412,Accept
10387203861,168,Refer
10721529684,147,Refer
10683798481,262,Refer
10443476167,216,Refer
10149229991,49,Reject
10622133732,188,Refer
10361221661,366,Accept
10206180408,342,Accept
10953623235,309,Accept
10126081534,255,Refer
10689675009,350,Accept
10739749043,255,Refer
10102330703,352,Accept
10398821429,285,Refer
10373577853,257,Refer
10222264843,262,Refer
10848240049,342,Accept
10081816387,376,Accept
10659014756,299,Refer
10984319814,407,Accept
10096984978,200,Refer
10568683919,357,Accept
10806552180,158,Refer
10859804148,276,Refer
10999099323,352,Accept
10739420346,140,Refer
10525535951,168,Refer
